SALES_ID;SALES_REP;EMAILS;BRANDS;DRINK TYPE;PLANT_COST;UNIT_PRICE;QUANTITY;COST;PROFIT;COUNTRIES;REGION ;TERRITORY;MONTHS;YEARS
10556;Gill;gillhell@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;865,00; ? 173 000,00 ; ? 43 250,00 ;Ghana;northcentral ;Anglophone;December;2019
10557;Gill;gillhell@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;902,00; ? 451 000,00 ; ? 225 500,00 ;Nigeria;Southeast;Anglophone;January;2019
10558;Kivell;kivel_go@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;796,00; ? 358 200,00 ; ? 214 920,00 ;Togo;west;Francophone;February;2017
10559;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;916,00; ? 229 000,00 ; ? 73 280,00 ;Benin;southsouth;Francophone;March;2018
10560;Morgan;morganny@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;982,00; ? 196 400,00 ; ? 49 100,00 ;Senegal;northwest;Anglophone;April;2017
10561;Kivell;kivel_go@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;734,00; ? 110 100,00 ; ? 51 380,00 ;Ghana;northeast ;Anglophone;May;2018
10562;Sorvino;sorvi2000@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;735,00; ? 110 250,00 ; ? 44 100,00 ;Nigeria;northcentral ;Anglophone;June;2019
10563;Gill;gillhell@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;747,00; ? 149 400,00 ; ? 37 350,00 ;Togo;Southeast;Francophone;July;2017
10564;Sorvino;sorvi2000@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;798,00; ? 399 000,00 ; ? 199 500,00 ;Benin;west;Francophone;August;2018
10565;Thompson;thomp@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;829,00; ? 373 050,00 ; ? 223 830,00 ;Senegal;southsouth;Anglophone;September;2017
10566;Andrews;andy@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;729,00; ? 182 250,00 ; ? 58 320,00 ;Ghana;northwest;Anglophone;October;2017
10567;Jardine;jard@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;721,00; ? 144 200,00 ; ? 36 050,00 ;Nigeria;northeast ;Anglophone;November;2019
10568;Jardine;jard@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;709,00; ? 106 350,00 ; ? 49 630,00 ;Togo;northcentral ;Francophone;December;2018
10569;Andrews;andy@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;719,00; ? 107 850,00 ; ? 43 140,00 ;Benin;Southeast;Francophone;January;2017
10570;Jardine;jard@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;875,00; ? 175 000,00 ; ? 43 750,00 ;Senegal;west;Anglophone;February;2018
10571;Gill;gillhell@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;762,00; ? 381 000,00 ; ? 190 500,00 ;Ghana;southsouth;Anglophone;March;2017
10572;Sorvino;sorvi2000@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;964,00; ? 433 800,00 ; ? 260 280,00 ;Nigeria;northwest;Anglophone;April;2017
10573;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;931,00; ? 232 750,00 ; ? 74 480,00 ;Togo;northeast ;Francophone;May;2018
10574;Andrews;andy@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;766,00; ? 153 200,00 ; ? 38 300,00 ;Benin;northcentral ;Francophone;June;2019
10575;Jardine;jard@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;746,00; ? 111 900,00 ; ? 52 220,00 ;Senegal;Southeast;Anglophone;July;2018
10576;Thompson;thomp@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;942,00; ? 141 300,00 ; ? 56 520,00 ;Ghana;west;Anglophone;August;2017
10577;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;724,00; ? 144 800,00 ; ? 36 200,00 ;Nigeria;southsouth;Anglophone;September;2019
10578;Morgan;morganny@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;887,00; ? 443 500,00 ; ? 221 750,00 ;Togo;northwest;Francophone;October;2018
10579;Howard;howard_freeman@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;703,00; ? 316 350,00 ; ? 189 810,00 ;Benin;northeast ;Francophone;November;2017
10580;Parent;parentty@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;930,00; ? 232 500,00 ; ? 74 400,00 ;Senegal;northcentral ;Anglophone;December;2018
10581;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;867,00; ? 173 400,00 ; ? 43 350,00 ;Ghana;Southeast;Anglophone;January;2017
10582;Smith;smithMan@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;853,00; ? 127 950,00 ; ? 59 710,00 ;Nigeria;west;Anglophone;February;2018
10583;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;794,00; ? 119 100,00 ; ? 47 640,00 ;Togo;southsouth;Francophone;March;2018
10584;Morgan;morganny@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;974,00; ? 194 800,00 ; ? 48 700,00 ;Benin;northwest;Francophone;April;2018
10585;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;778,00; ? 389 000,00 ; ? 194 500,00 ;Senegal;northeast ;Anglophone;May;2019
10586;Parent;parentty@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;939,00; ? 422 550,00 ; ? 253 530,00 ;Ghana;northcentral ;Anglophone;June;2018
10587;Kivell;kivel_go@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;763,00; ? 190 750,00 ; ? 61 040,00 ;Nigeria;Southeast;Anglophone;July;2017
10588;Smith;smithMan@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;970,00; ? 194 000,00 ; ? 48 500,00 ;Togo;west;Francophone;August;2019
10589;Parent;parentty@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;808,00; ? 121 200,00 ; ? 56 560,00 ;Benin;southsouth;Francophone;September;2017
10590;Gill;gillhell@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;952,00; ? 142 800,00 ; ? 57 120,00 ;Senegal;northwest;Anglophone;October;2019
10591;Smith;smithMan@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;918,00; ? 183 600,00 ; ? 45 900,00 ;Ghana;northeast ;Anglophone;November;2019
10592;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;934,00; ? 467 000,00 ; ? 233 500,00 ;Nigeria;northcentral ;Anglophone;December;2018
10593;Sorvino;sorvi2000@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;753,00; ? 338 850,00 ; ? 203 310,00 ;Togo;Southeast;Francophone;January;2019
10594;Jardine;jard@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;740,00; ? 185 000,00 ; ? 59 200,00 ;Benin;west;Francophone;February;2018
10595;Andrews;andy@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;829,00; ? 165 800,00 ; ? 41 450,00 ;Senegal;southsouth;Anglophone;March;2018
10596;Howard;howard_freeman@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;977,00; ? 146 550,00 ; ? 68 390,00 ;Ghana;northwest;Anglophone;April;2018
10597;Gill;gillhell@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;968,00; ? 145 200,00 ; ? 58 080,00 ;Nigeria;northeast ;Anglophone;May;2018
10598;Gill;gillhell@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;797,00; ? 159 400,00 ; ? 39 850,00 ;Togo;northcentral ;Francophone;June;2017
10599;Kivell;kivel_go@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;926,00; ? 463 000,00 ; ? 231 500,00 ;Benin;Southeast;Francophone;July;2018
10600;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;925,00; ? 416 250,00 ; ? 249 750,00 ;Senegal;west;Anglophone;August;2019
10601;Morgan;morganny@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;911,00; ? 227 750,00 ; ? 72 880,00 ;Ghana;southsouth;Anglophone;September;2017
10602;Kivell;kivel_go@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;709,00; ? 141 800,00 ; ? 35 450,00 ;Nigeria;northwest;Anglophone;October;2017
10603;Sorvino;sorvi2000@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;791,00; ? 118 650,00 ; ? 55 370,00 ;Togo;northeast ;Francophone;November;2019
10604;Gill;gillhell@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;702,00; ? 105 300,00 ; ? 42 120,00 ;Benin;northcentral ;Francophone;December;2018
10605;Sorvino;sorvi2000@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;922,00; ? 184 400,00 ; ? 46 100,00 ;Senegal;Southeast;Anglophone;January;2017
10606;Thompson;thomp@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;957,00; ? 478 500,00 ; ? 239 250,00 ;Ghana;west;Anglophone;February;2019
10607;Andrews;andy@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;811,00; ? 364 950,00 ; ? 218 970,00 ;Nigeria;southsouth;Anglophone;March;2017
10608;Jardine;jard@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;776,00; ? 194 000,00 ; ? 62 080,00 ;Togo;northwest;Francophone;April;2018
10609;Jardine;jard@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;998,00; ? 199 600,00 ; ? 49 900,00 ;Benin;northeast ;Francophone;May;2018
10610;Andrews;andy@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;872,00; ? 130 800,00 ; ? 61 040,00 ;Senegal;northcentral ;Anglophone;June;2017
10611;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;763,00; ? 114 450,00 ; ? 45 780,00 ;Ghana;Southeast;Anglophone;July;2019
10612;Morgan;morganny@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;822,00; ? 164 400,00 ; ? 41 100,00 ;Nigeria;west;Anglophone;August;2017
10613;Kivell;kivel_go@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;721,00; ? 360 500,00 ; ? 180 250,00 ;Togo;southsouth;Francophone;September;2018
10614;Sorvino;sorvi2000@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;890,00; ? 400 500,00 ; ? 240 300,00 ;Benin;northwest;Francophone;October;2017
10615;Gill;gillhell@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;860,00; ? 215 000,00 ; ? 68 800,00 ;Senegal;northeast ;Anglophone;November;2019
10616;Sorvino;sorvi2000@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;824,00; ? 164 800,00 ; ? 41 200,00 ;Ghana;northcentral ;Anglophone;December;2017
10617;Thompson;thomp@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;916,00; ? 137 400,00 ; ? 64 120,00 ;Nigeria;Southeast;Anglophone;January;2017
10618;Andrews;andy@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;855,00; ? 128 250,00 ; ? 51 300,00 ;Togo;west;Francophone;February;2019
10619;Jardine;jard@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;715,00; ? 143 000,00 ; ? 35 750,00 ;Benin;southsouth;Francophone;March;2018
10620;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;940,00; ? 470 000,00 ; ? 235 000,00 ;Senegal;northwest;Anglophone;April;2019
10621;Andrews;andy@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;847,00; ? 381 150,00 ; ? 228 690,00 ;Ghana;northeast ;Anglophone;May;2019
10622;Jardine;jard@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;889,00; ? 222 250,00 ; ? 71 120,00 ;Nigeria;northcentral ;Anglophone;June;2017
10623;Gill;gillhell@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;928,00; ? 185 600,00 ; ? 46 400,00 ;Togo;Southeast;Francophone;July;2019
10624;Sorvino;sorvi2000@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;943,00; ? 141 450,00 ; ? 66 010,00 ;Benin;west;Francophone;August;2019
10625;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;716,00; ? 107 400,00 ; ? 42 960,00 ;Senegal;southsouth;Anglophone;September;2018
10626;Andrews;andy@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;757,00; ? 151 400,00 ; ? 37 850,00 ;Ghana;northwest;Anglophone;October;2018
10627;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;795,00; ? 397 500,00 ; ? 198 750,00 ;Nigeria;northeast ;Anglophone;November;2017
10628;Thompson;thomp@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;940,00; ? 423 000,00 ; ? 253 800,00 ;Togo;northcentral ;Francophone;December;2019
10629;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;899,00; ? 224 750,00 ; ? 71 920,00 ;Benin;Southeast;Francophone;January;2019
10630;Morgan;morganny@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;907,00; ? 181 400,00 ; ? 45 350,00 ;Senegal;west;Anglophone;February;2018
10631;Howard;howard_freeman@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;929,00; ? 139 350,00 ; ? 65 030,00 ;Ghana;southsouth;Anglophone;March;2019
10632;Parent;parentty@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;790,00; ? 118 500,00 ; ? 47 400,00 ;Nigeria;northwest;Anglophone;April;2018
10633;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;939,00; ? 187 800,00 ; ? 46 950,00 ;Togo;northeast ;Francophone;May;2018
10634;Smith;smithMan@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;720,00; ? 360 000,00 ; ? 180 000,00 ;Benin;northcentral ;Francophone;June;2019
10635;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;745,00; ? 335 250,00 ; ? 201 150,00 ;Senegal;Southeast;Anglophone;July;2018
10636;Jardine;jard@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;846,00; ? 211 500,00 ; ? 67 680,00 ;Ghana;west;Anglophone;August;2017
10637;Gill;gillhell@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;937,00; ? 187 400,00 ; ? 46 850,00 ;Nigeria;southsouth;Anglophone;September;2018
10638;Sorvino;sorvi2000@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;874,00; ? 131 100,00 ; ? 61 180,00 ;Togo;northwest;Francophone;October;2018
10639;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;822,00; ? 123 300,00 ; ? 49 320,00 ;Benin;northeast ;Francophone;November;2018
10640;Andrews;andy@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;737,00; ? 147 400,00 ; ? 36 850,00 ;Senegal;northcentral ;Anglophone;December;2017
10641;Jardine;jard@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;759,00; ? 379 500,00 ; ? 189 750,00 ;Ghana;Southeast;Anglophone;January;2018
10642;Thompson;thomp@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;877,00; ? 394 650,00 ; ? 236 790,00 ;Nigeria;west;Anglophone;February;2018
10643;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;874,00; ? 218 500,00 ; ? 69 920,00 ;Togo;southsouth;Francophone;March;2017
10644;Morgan;morganny@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;763,00; ? 152 600,00 ; ? 38 150,00 ;Benin;northwest;Francophone;April;2018
10645;Howard;howard_freeman@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;793,00; ? 118 950,00 ; ? 55 510,00 ;Senegal;northeast ;Anglophone;May;2018
10646;Parent;parentty@uk.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;937,00; ? 140 550,00 ; ? 56 220,00 ;Ghana;northcentral ;Anglophone;June;2019
10647;Jones;jone.ai@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;865,00; ? 173 000,00 ; ? 43 250,00 ;Nigeria;Southeast;Anglophone;July;2018
10648;Smith;smithMan@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;942,00; ? 471 000,00 ; ? 235 500,00 ;Togo;west;Francophone;August;2019
10649;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;815,00; ? 366 750,00 ; ? 220 050,00 ;Benin;southsouth;Francophone;September;2017
10650;Morgan;morganny@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;958,00; ? 239 500,00 ; ? 76 640,00 ;Senegal;northwest;Anglophone;October;2019
10651;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;869,00; ? 173 800,00 ; ? 43 450,00 ;Ghana;northeast ;Anglophone;November;2018
10652;Parent;parentty@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;750,00; ? 112 500,00 ; ? 52 500,00 ;Nigeria;northcentral ;Anglophone;December;2018
10653;Kivell;kivel_go@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;702,00; ? 105 300,00 ; ? 42 120,00 ;Togo;Southeast;Francophone;January;2017
10654;Smith;smithMan@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;917,00; ? 183 400,00 ; ? 45 850,00 ;Benin;west;Francophone;February;2019
10655;Parent;parentty@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;914,00; ? 457 000,00 ; ? 228 500,00 ;Senegal;southsouth;Anglophone;March;2019
10656;Gill;gillhell@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;817,00; ? 367 650,00 ; ? 220 590,00 ;Ghana;northwest;Anglophone;April;2018
10657;Smith;smithMan@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;913,00; ? 228 250,00 ; ? 73 040,00 ;Nigeria;northeast ;Anglophone;May;2018
10658;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;705,00; ? 141 000,00 ; ? 35 250,00 ;Togo;northcentral ;Francophone;June;2018
10659;Sorvino;sorvi2000@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;964,00; ? 144 600,00 ; ? 67 480,00 ;Benin;Southeast;Francophone;July;2017
10660;Jardine;jard@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;891,00; ? 133 650,00 ; ? 53 460,00 ;Senegal;west;Anglophone;August;2017
10661;Andrews;andy@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;977,00; ? 195 400,00 ; ? 48 850,00 ;Ghana;southsouth;Anglophone;September;2019
10662;Howard;howard_freeman@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;948,00; ? 474 000,00 ; ? 237 000,00 ;Nigeria;northwest;Anglophone;October;2019
10663;Gill;gillhell@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;751,00; ? 337 950,00 ; ? 202 770,00 ;Togo;northeast ;Francophone;November;2017
10664;Gill;gillhell@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;827,00; ? 206 750,00 ; ? 66 160,00 ;Benin;northcentral ;Francophone;December;2017
10665;Kivell;kivel_go@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;943,00; ? 188 600,00 ; ? 47 150,00 ;Senegal;Southeast;Anglophone;January;2019
10666;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;901,00; ? 135 150,00 ; ? 63 070,00 ;Ghana;west;Anglophone;February;2019
10667;Morgan;morganny@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;907,00; ? 136 050,00 ; ? 54 420,00 ;Nigeria;southsouth;Anglophone;March;2019
10668;Kivell;kivel_go@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;755,00; ? 151 000,00 ; ? 37 750,00 ;Togo;northwest;Francophone;April;2018
10669;Sorvino;sorvi2000@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;802,00; ? 401 000,00 ; ? 200 500,00 ;Benin;northeast ;Francophone;May;2017
10670;Gill;gillhell@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;919,00; ? 413 550,00 ; ? 248 130,00 ;Senegal;northcentral ;Anglophone;June;2019
10671;Sorvino;sorvi2000@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;824,00; ? 206 000,00 ; ? 65 920,00 ;Ghana;Southeast;Anglophone;July;2017
10672;Thompson;thomp@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;730,00; ? 146 000,00 ; ? 36 500,00 ;Nigeria;west;Anglophone;August;2017
10673;Andrews;andy@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;798,00; ? 119 700,00 ; ? 55 860,00 ;Togo;southsouth;Francophone;September;2018
10674;Jardine;jard@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;811,00; ? 121 650,00 ; ? 48 660,00 ;Benin;northwest;Francophone;October;2018
10675;Jardine;jard@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;912,00; ? 182 400,00 ; ? 45 600,00 ;Senegal;northeast ;Anglophone;November;2018
10676;Andrews;andy@gmail.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;836,00; ? 418 000,00 ; ? 209 000,00 ;Ghana;northcentral ;Anglophone;December;2017
10677;Jardine;jard@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;953,00; ? 428 850,00 ; ? 257 310,00 ;Nigeria;Southeast;Anglophone;January;2018
10678;Gill;gillhell@uk.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;908,00; ? 227 000,00 ; ? 72 640,00 ;Togo;west;Francophone;February;2018
10679;Sorvino;sorvi2000@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;859,00; ? 171 800,00 ; ? 42 950,00 ;Benin;southsouth;Francophone;March;2019
10680;Jones;jone.ai@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;928,00; ? 139 200,00 ; ? 64 960,00 ;Senegal;northwest;Anglophone;April;2017
10681;Andrews;andy@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;716,00; ? 107 400,00 ; ? 42 960,00 ;Ghana;northeast ;Anglophone;May;2019
10682;Jardine;jard@gmail.com;trophy;Beer; ? 150,00 ; ? 200,00 ;946,00; ? 189 200,00 ; ? 47 300,00 ;Nigeria;northcentral ;Anglophone;June;2017
10683;Thompson;thomp@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;913,00; ? 456 500,00 ; ? 228 250,00 ;Togo;Southeast;Francophone;July;2018
10684;Jones;jone.ai@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;947,00; ? 426 150,00 ; ? 255 690,00 ;Benin;west;Francophone;August;2019
10685;Morgan;morganny@gmail.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;743,00; ? 185 750,00 ; ? 59 440,00 ;Senegal;southsouth;Anglophone;September;2018
10686;Howard;howard_freeman@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;788,00; ? 157 600,00 ; ? 39 400,00 ;Ghana;northwest;Anglophone;October;2018
10687;Parent;parentty@uk.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;810,00; ? 121 500,00 ; ? 56 700,00 ;Nigeria;northeast ;Anglophone;November;2017
10688;Jones;jone.ai@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;784,00; ? 117 600,00 ; ? 47 040,00 ;Togo;northcentral ;Francophone;December;2018
10689;Smith;smithMan@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;813,00; ? 162 600,00 ; ? 40 650,00 ;Benin;Southeast;Francophone;January;2017
10690;Jones;jone.ai@yahoo.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;998,00; ? 499 000,00 ; ? 249 500,00 ;Senegal;west;Anglophone;February;2017
10691;Morgan;morganny@gmail.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;889,00; ? 400 050,00 ; ? 240 030,00 ;Ghana;southsouth;Anglophone;March;2018
10692;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;783,00; ? 195 750,00 ; ? 62 640,00 ;Nigeria;northwest;Anglophone;April;2019
10693;Parent;parentty@uk.com;hero;Beer; ? 150,00 ; ? 200,00 ;866,00; ? 173 200,00 ; ? 43 300,00 ;Togo;northeast ;Francophone;May;2017
10694;Kivell;kivel_go@yahoo.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;840,00; ? 126 000,00 ; ? 58 800,00 ;Benin;northcentral ;Francophone;June;2018
10695;Smith;smithMan@yahoo.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;905,00; ? 135 750,00 ; ? 54 300,00 ;Senegal;Southeast;Anglophone;July;2017
10696;Parent;parentty@uk.com;trophy;Beer; ? 150,00 ; ? 200,00 ;814,00; ? 162 800,00 ; ? 40 700,00 ;Ghana;west;Anglophone;August;2019
10697;Gill;gillhell@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;878,00; ? 439 000,00 ; ? 219 500,00 ;Nigeria;southsouth;Anglophone;September;2018
10698;Smith;smithMan@yahoo.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;819,00; ? 368 550,00 ; ? 221 130,00 ;Togo;northwest;Francophone;October;2018
10699;Jones;jone.ai@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;899,00; ? 224 750,00 ; ? 71 920,00 ;Benin;northeast ;Francophone;November;2019
10700;Sorvino;sorvi2000@gmail.com;hero;Beer; ? 150,00 ; ? 200,00 ;897,00; ? 179 400,00 ; ? 44 850,00 ;Senegal;northcentral ;Anglophone;December;2019
10701;Jardine;jard@gmail.com;beta malt;Malt; ? 80,00 ; ? 150,00 ;753,00; ? 112 950,00 ; ? 52 710,00 ;Ghana;Southeast;Anglophone;January;2017
10702;Andrews;andy@gmail.com;grand malt;Malt; ? 90,00 ; ? 150,00 ;781,00; ? 117 150,00 ; ? 46 860,00 ;Nigeria;west;Anglophone;February;2018
10703;Howard;howard_freeman@yahoo.com;trophy;Beer; ? 150,00 ; ? 200,00 ;911,00; ? 182 200,00 ; ? 45 550,00 ;Togo;southsouth;Francophone;March;2018
10704;Gill;gillhell@uk.com;budweiser;Beer; ? 250,00 ; ? 500,00 ;730,00; ? 365 000,00 ; ? 182 500,00 ;Benin;northwest;Francophone;April;2018
10705;Gill;gillhell@uk.com;castle lite;Beer; ? 180,00 ; ? 450,00 ;912,00; ? 410 400,00 ; ? 246 240,00 ;Senegal;northeast ;Anglophone;May;2017
10706;Kivell;kivel_go@yahoo.com;eagle lager;Beer; ? 170,00 ; ? 250,00 ;755,00; ? 188 750,00 ; ? 60 400,00 ;Ghana;northcentral ;Anglophone;June;2019
10707;Jones;jone.ai@yahoo.com;hero;Beer; ? 150,00 ; ? 200,00 ;981,00; ? 196 200,00 ; ? 49 050,00 ;Nigeria;Southeast;Anglophone;July;2018
